code;product_name;brands;countries_tags;energy_100g;fat_100g;saturated-fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g;sodium_100g
2000000000095;Best vanille/Amande/Caramel au beurre salé;Picard;en:france;1090;15.8;9.5;25.6;24.8;0.8;3.5;0.178;0.07
2000000000100;Pomme dauphine;Picard;en:france;1172;17.1;;27.3;;;4.1;1.778;0.7
2000000000101;Sushi Maki Kawaï;Picard,Cuisine évasion;en:france;169;6.02;2.04;21.8;4.84;1.58;6.11;1.43;0.561
2000000000103;Le p'tit-beurre tablette;Marque repère;en:france;2050;22;14;65;39;2.5;6.5;0.59182;0.233
2000000000196;Coeurs d'artichauts;King's Crown;en:france;247;0.1;;12.2;;;2.4;;
2000000000216;Frucci citron;marque repère,Frucci;en:france;42;0;0;2;2;0.6;0;0.254;0.1
2000000000217;Purée de fruits Bio;Monoprix BIO,Monoprix;en:france;217;0.2;0;12;11;2.2;0.3;0;0
2000000000219;Petits Dej';Monoprix Bio,Monoprix;en:france;2044;22;10;62;26;5;8;0.3302;0.13
2000000000221;Apérivrais saveurs provençales - poivrons - thym - ciboulette;Apérivrais;en:france;1351;31;;3;;;9;;
2000000000255;Coca Cola;Coca Cola;en:france;180;0;0;10.6;10.6;0;0;0;0
2000000000306;Huile d'olive vierge extra - Crète - 2012;Terre de Crète,Arnaud Gillet;en:france;3448;100;14;0;;;0;0;0
2000000000394;Orangina;Orangina,Schweppes;en:france;179;0;0;10.2;10.2;0;0.1;0;0
2000000000728;Cocktail de noix nobles;benenuts;en:france;2820;63;9.5;6.5;4;8;19;0.508;0.2
2000000000804;KFC Mayonnaise;KFC;en:france;1370;32;;10;;1;;1.50114;0.591
2000000000895;Ciabatta rustica schar sans gluten;Schär sans gluten;en:france;569;4.1;0.5;19.8;1.8;;2.9;1.524;0.6
2000000000902;Bifidus brassé aux fruits;Dia;en:france;429;2.9;2;14.7;14.2;0.3;4.1;0.127;0.05
2000000001042;Crème fraiche épaisse entière;Milbona;en:france;1188;29.7;19.3;1.9;1.9;0;2.4;0.0508;0.02
2000000001238;lacti pause nature sucré;paturage;en:france;284;1.6;1;10.5;10.5;0.5;2.7;0.1016;0.04
2000000001619;Chips Saveur Foie Gras;Sibell;en:france;2248;34;3;51;1;4.7;5;1.89992;0.748
2000000001847;Nutella (780g);Ferrero;en:france;2273;31.6;10.9;57.3;56;3.4;6;0.09398;0.037
2000000001907;le gâteau Caramel;St-Michel;en:france;787;25.5;3.3;49.7;22.8;0.5;5.2;1.0414;0.41
2000000001996;Milka Tuc;Milka;en:france;2190;28.5;16.5;59.5;50;1.6;6.5;0.8128;0.32
2000000002018;Granola;Lu;en:france;2090;24;12.6;69;29;3.4;7;1.1176;0.44
2000000002031;BÂTON DE FROMAGE - LE TYPE;DESTRIER;en:france;1342;28;20;0;0;0;18;1.4732;0.58
2000000002433;Sauce salade;Gyma;en:france;761;19.1;1.08;2;1.1;0.2;1;2.39776;0.944
2000000002435;Thé au citron Lipton Klix;Lipton,Klix;en:france;106;;;6.23;1.26;;;;
2000000002450;Jus de pomme;Auchan;en:france;187;0;;11;;;0;;
2000000002484;Palets Bretons;Auchan;en:france;2174;26.5;18;63;23;1.5;6.5;0.762;0.3
2000000002593;Grenadine 0% sucre;Teisseire;en:france;68;0.1;0;1.1;1.1;4.2;0.1;0.1905;0.075
2000000002603;Big Mac;McDonald's;en:france,en:united-states;964;12;4.5;19;3.9;1.4;12;1;0.393700787
2000000002605;Croque McDo;McDonald's;en:france;1140;10.4;6;28.4;5.47;2.11;14.7;2;0.787
2000000002712;KFC - Sauce Ketchup;KFC;en:france;118;1;;27.8;;;1.1;3.302;1.3
2000000002735;Quick - Heinz - Tomato Ketchup;Quick,Heinz;en:france;485;0.5;0;26.5;20.5;;2;3.5;1.38
2000000002768;Double concentré de tomate Bio (28%) 200 g - Jardin BIO' (Voir 3478820003186);Jardin BIO',Léa Nature;en:france;404;1;0;16.8;14.3;;4.8;1.05918;0.417
2000000002938;Pizza Géante Chorizo;Les Pizzas des Terrasses,Sélection Maximo;en:france;961;9.1;3.1;27.5;2.5;2.2;8.9;1.2192;0.48
2000000002963;Lait demi-écrémé (1,2 % MG);Lactel;en:france;192;1.5;1;4.8;4.8;0;3.2;0.1143;0.045
2000000002964;Matin léger, Facile à Digérer (1,2 % MG);Lactel,Matin Léger;en:france;180;1.2;0.8;4.8;4.8;0;3.2;0.1016;0.04
2000000002971;Le Lait Entier;Bridel;en:france;269;3.6;2.2;4.8;4.8;0;3.2;0.1016;0.04
2000000003040;Lait stérilisé UHT demi-écrémé ;Lait de France;en:france;192;1.5;1;4.8;4.8;0;3.2;0.1143;0.045
2000000003041;Lait entier ;Président;en:france;269;3.6;2.2;4.8;4.8;0;3.2;0.1143;0.045
2000000003268;Mini Yop goût fraise;Yoplait;en:france;324;1.3;0.9;12.4;12;0;2.8;0.2794;0.11
2000000003270;Suprême Chicken Bacon;Quick;en:france;2556;26.1;5.4;61.2;9;;31.1;3.7;1.456692913
2000000003271;Frite moyenne;Quick;en:france;1272;14.1;2.3;41;0;;3.7;0.1;0.039370079
2000000003285;Cheeseburger;Mcdonald's;en:france;1059;11;5.1;25;6;1.7;13;1.4;0.551181102
2000000003286;Hamburger;Mcdonald's;en:france;1011;8.4;3.3;28;6.3;1.9;12;1.2;0.472440945
2000000003754;Petite Frite;Mcdonald's,McCain;en:france,fr:europe;1250;15;1.3;36;0.4;3.8;3.8;0.5;0.196850394
2000000003757;Royal Deluxe;Mcdonald's;en:france;1010;14.1;5.29;14.1;2.64;1.32;13.7;0.925;0.364
2000000003758;Royal Bacon;Mcdonald's;en:france;1071;13;6.1;17;4.1;1;17;0.81;0.318897638
2000000003759;Double Cheese;Mcdonald's;en:france;1081;14;6.9;18;4.5;1.2;15;1.5;0.590551181
2000000003761;4 Chicken McNuggets;McDonald's;en:france,fr:europe;1050;13;1.6;17;0.4;1.4;16;1.2;0.472440945
2000000003762;9 Chicken McNuggets ;Mcdonald's;en:france;1050;13;1.6;17;0.4;1.4;16;1.2;0.472440945
2000000003763;20 Chicken McNuggets;Mcdonald's;en:france;1050;13;1.6;17;0.4;1.4;16;1.2;0.472440945
2000000003765;Filet-O-Fish;Mcdonald's;en:france,fr:europe;1020;9.8;1.9;27;3.7;1.5;11;1.1;0.433070866
2000000003769;Mc Wrap Poulet Croustillant et Bacon;Mcdonald's;en:france,fr:europe;981;12;2.7;21;1.9;1.2;10;0.74;0.291338583
2000000003771;McWrap Chèvre;Mcdonald's;en:france;1060;12;4.63;28.2;1.85;1.85;6.94;1.02;0.401
2000000003773;P'tit Wrap Ranch;Mcdonald's;en:france,fr:europe;1020;12.2;2.29;22.1;2.29;1.53;10.7;1.94;0.763
2000000003776;P'tites tomates;Mcdonald's;en:france;138;0.833;0;5;3;1.33;0.833;0.0333;0.0131
2000000003777;Salade Cæsar au poulet croustillant *;Mcdonald's;en:france,fr:europe;523;6;2;10;2;2;8;1.778;0.7
2000000003779;Grande Deluxe Potatoes;Mcdonald's;en:france,fr:europe;814;8.8;0.9;25;0.3;2.8;3.5;1.1;0.433070866
2000000003782;Moyen Coca Cola Light;McDonald's,Coca Cola;en:france,fr:europe;0;0;0;0;0;0;0;0;0
2000000003783;Moyen Coca-Cola;Mcdonald's,Coca Cola;en:france,fr:europe;178;0;0;11;11;0;0;0;0
2000000003812;petits pois tres fins et jeunes carottes ;eco;en:france,fr:europe;230;0.3;0;8.5;3.5;4.5;3;;
2000000003889;actimel gout fraise;danone;en:france;316;0.05;0.04;11.8;11.6;;2.7;0.1016;0.04
2000000003904;yaourt vanille ;Auchan;en:france;408;2.1;1.8;15.5;15.5;;3.9;0.127;0.05
2000000003931;hot sauce de heinz;heinz;en:belgium,en:france,en:germany,en:netherlands;184;0.2;0.1;9.2;8.4;;1;6.604;2.6
2000000003964;Cheeseburger;Quick;en:france;1030;10.8;4.79;23.1;6.45;;13.3;0.744;0.293
2000000005134;100% Pur Jus Orange;Bio-Village,Marque Repère;en:france;180;0;0;10;10;0;0.5;0.00254;0.001
2000000005959;Taboulé royal à la menthe à l'huile d'olive vierge extra 0,8%;Casino;en:france;604;4.7;0.6;20;3.4;1.7;4.5;0.70104;0.276
2000000005976;Mélange Persil/Ail coupé surgelé prêt à l'emploi (même code barre que 26030890);All Seasons;en:france;304;0.3;0.09;11.4;9.3;3.2;4.4;0.0508;0.02
2000000005988;Crème dessert parfum vanille 500 g;Le Prix ! gagnant,Leader Price;en:france;477;3.2;;18.9;;;2.6;;
2000000005990;Crème dessert goût vanille (4 pots) 500 g;L'oiseau,Auchan;en:france;523;4;;19.2;;;3;;
2000000006001;Crèmes dessert vanille U;U;en:france;464;3.9;2.6;16.3;14;;2.7;1.778;0.7
2000000006002;Crème dessert chocolat Auchan ;Auchan;en:france;519;4;;18.3;;;3.3;;
2000000006006;Yaourts aux fruits Auchan ;Auchan;en:france;385;2.7;;13.7;;;3.1;;
2000000006299;Sandwich au Thon (Recette Bretonne) [même code barre 26015958 que Sandwich au Thon (Recette Méditerranéenne)];Les Doris;en:france;836;16;0.3;3;1.5;0.7;11;1.27;0.5
2000000006745;Le Classic;Nabab;en:france;975;8.6;;25.1;;;13.5;;
2000000007433;Chorizo Supérieur Fort (ou Doux);Le Flutiau;en:france;1532;26.2;10.2;5.7;3.6;2.2;26.4;4.826;1.9
2000000007674;Taboulé à l'orientale (même code barre que 26022291);Déli'Salades;en:france;806;7.8;0.5;25;3.6;;4.9;0.0508;0.02
2000000007687;Poule aux vermicelles;Knorr,Unilever;en:france;1381;3.5;1;62;3;3.5;11;10.922;4.3
2000000007696;Pot au Feu aux Vermicelles;Maggi,Nestlé;en:france;1389;2.4;0.2;64.1;6;4;11.6;10.16;4
2000000007697;Soupe à l'Oignon;Maggi,Nestlé;en:france;1347;3.1;0.5;58.1;10.8;7;11.9;12.954;5.1
2000000007860;La Pizza Chorizo;Sodebo;en:france;998;9.8;4.7;27;2.6;;9.6;1.36906;0.539
2000000007992;Sauce Classic Barbecue;McDonald's;en:france;557;0;0;33;30;0;0;2.30124;0.906
2000000007994;Scrocchi au sésame;Laurieri Srl,Fratelli Laurieri;en:france;1870;15.6;5.9;66.4;3.4;;10.1;2.4003;0.945
2000000008092;Kiri gouter ;Kiri;en:france;1220;;;22;2.5;;8;;
2000000008252;Pampryl Orange;Pampryl;en:france;193;0;0;10.6;9;0;0.8;0;0
2000000008625;Jambon cuit Supérieur fumé Découenné Dégraissé (même code barre que 26067810);le Marsigny;en:france;468;3;1.4;1;0.7;;20;1.79832;0.708
2000000008911;Beurre Doux Origine Bretagne (82 % MG) - [même code barre que 3270190020288];Carrefour;en:france;3054;82;57;0.5;0.5;0;0.7;0.0254;0.01
2000000009452;54 biscottes;Prior;en:france;1720;7;;76;;;11.1;;
2000000009745;Salade à tartiner Surimi - 200 g (même code barre 26017518 sur Salade Thon et Salade Saumon fumé);Hamal Signature;en:france;1036;21;2.3;8.3;3;0.2;6.8;2.099818;0.8267
2000000009746;Salade à tartiner Thon - 200 g (même code barre 26017518 sur Salade surimi et Salade Saumon fumé);Hamal Signature;en:france;1263;27.4;2.8;4.9;2.3;0.1;9.9;1.299972;0.5118
2000000009759;Colin d'Alaska à la Provençale, Surgelé (même code barre 26053325 que colin d'Alaska  à la parisienne);Golden Seafood,Aldi Einkauf GmbH & Compagnie-oHG;en:france;238;0.8;0.2;3;2.2;0.7;8.9;0.73;0.287401575
2000000010205;Semoule au lait saveur Vanille;Ursi,Aldi Einkauf GmbH & Compagnie-oHG,Senagral;en:france;510;4.3;2.8;19;18;0;3.4;0.1016;0.04
2000000010271;Fromage blanc nature ;Leader Price;en:france;192;0;;4.1;4.1;;7.3;0.3302;0.13
2000000010281;Colin d'Alaska à la Moutarde, Surgelé;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;400;5.5;3.5;1.5;0;0.5;9.5;0.81026;0.319
2000000010557;Palets bretons Carrefour;Carrefour;en:france;2276;30;19;62;26;1;6;0.762;0.3
2000000010848;Sauce allégée;McDonald's;en:france;1063;25.3;2.9;7;4.3;;0.4;2.794;1.1
2000000010867;Mayonnaise;Gusto Debrio;en:france;2724;72.1;6.2;2.2;2.2;0.07;1.1;1.71;0.673228346
2000000011277;Croustibat;findus;en:france;800;8.5;1.1;17;0.3;0.8;12;1.016;0.4
2000000011985;Mon Bio à Boire à la paille Fraise-Mûre;McDonald's,Senagral;en:france;274;1.7;1.1;9.6;9.3;0;2.9;0.100076;0.0394
2000000012962;Excellence Doux 70% cacao noir subtil (code barre 3046920029780);Lindt;en:france;2528;48;29;33;29;;6.9;0.05;0.019685039
2000000013541;PANZANI - Les supérieures 5Kg Farfalles;PANZANI;en:france;1527;2;0.35;72;3.7;3.6;13;0.0127;0.005
2000000013668;sirop d'Agave;Les apiculteurs associés;en:france;1297;;;78;74;;;;
2000000015389;Sauce caesar;Auchan;en:france;2004;;5;5;4;;2;;
2000000015400;Hachis Parmienter Family;Family,Carrefour;en:france;547;6.7;3.2;11;1.3;1;5.9;0.8128;0.32
2000000015497;Chicken Fingers Schar;Schar;en:france;972;11.6;2;18;0;2;13.2;2.48;0.976
2000000015715;Pommes duchesse Carrefour;Carrefour;en:france;632;4.1;0.7;24.5;0.2;2.6;2.3;0.762;0.3
2000000015882;Croûtons à l'ail;GFM;en:france;2163;28.9;3;54.3;3.5;3.3;8.5;1.74;0.68503937
2000000015885;Filet minute Extra tendre;Le Gaulois;en:france;431;0.9;0.3;2.4;0.5;;21.3;1.09;0.429133858
2000000015994;Le Ravioli - Pur Bœuf (doublon - Voir Code barre 3038352880305);Panzani;en:france;370;2.3;0.8;12.6;1.4;;3.8;0.9;0.354330709
2000000016000;cuisine avoine  de chez Isola bio;Isola Bio;en:france;586;10;1;11;3;1.5;1;0.16;0.062992126
2000000016002;Farfalle complètes Bio;Casino BIO,Groupe Casino;en:france;1533;2;0.4;70;3;6;13;0.02;0.007874016
2000000016003;riz thai;Casino;en:france;1496;1;0.1;78;0;0;7.8;0;0
2000000016005;Chapelure  Belle France;Belle France;en:france;1651;7;;73.9;;;11.9;;
2000000016009;Biscottes complètes sans sucres ajoutés;La Vie Claire;en:france;1609;3.9;0.7;68.5;2.8;9.3;14.3;1.778;0.7
2000000016123;Monoprix - Biscottes aux 6 céréales (version 2015). Code barre identique à la version 2013 : 3350031771064.;Monoprix;en:france;1676;7.1;0.9;67;5.8;8.8;12;1.6;0.62992126
2000000016176;Pommes tatin;Bonne Maman;en:france;900;7.5;4.5;34;27;2.8;1.5;0.15;0.059055118
2000000016245;compote pomme materne;materne;en:france;326;0.5;;17.4;;;0.3;;
2000000016346;Sachet Cuisson : Poulet, Paprika, Tomate;Maggi;en:france;1113;3.3;0.4;48.2;11.9;6.8;6.9;21.5;8.464566929
2000000016456;Steaks à la provençale ;Sojasun;en:france;665;6.5;0.7;4;3.1;8;17;;
2000000016505;Grande Frite;McDonald's;en:france;1249;15;1.3;37;0.3;3.7;3.4;0.48;0.188976378
2000000016515;St Michel Roudor;St Michel;en:france;2146;27;17;61;24;1;6;1.3;0.511811024
2000000016608;Pain façon campagnard ;Marque repère;en:france;962;4;2;44;2.5;6;2.5;1.77546;0.699
2000000016678;Galettes de céréales;Céréales Bio;en:france;1025;11;2.4;26;0.9;5.7;7.7;1;0.393700787
2000000016679;Croq' Soja;Céréale Bio;en:france;669;8.2;1.6;4;2.1;7;14;1.2;0.472440945
2000000016711;ciabatta rustica sans gluten;schar;en:france;1150;8.1;1;40;3.7;8.9;5.8;1;0.393700787
2000000016733;farine de souchet;Markal;en:france;2355;24.9;1.29;63.6;21.83;33.04;4.58;0.01;0.003937008
2000000017061;Galettes de maïs chocolat au lait Bio;Bjorg;en:france;2021;21;13;66;33;2.1;6.5;0.1;0.039370079
2000000017084;So Shape Framboise Frappée;So Shape;en:france;1440;8;1.33;28.2;16.5;11;33.5;2.16;0.852
2000000017259;Cassoulet au confit de canard;Leader Price;en:france;686;8.5;3.1;11;1.8;2.7;9.6;0.8636;0.34
2000000017304;Terrine de sanglier aux Châtaignes;Deluxe;en:france;1514;34;13.1;2.1;0.8;;12.5;1.23;0.484251969
2000000017324;Sablés fourrés noisettes;Auchan;en:france;2134;26;8;63;35;2;5;0.25;0.098425197
2000000017326;Pêches demi-fruits au sirop léger;Auvhan;en:france;262;0.2;;13.6;12.3;1.8;0.5;0.07;0.027559055
2000000017327;Saucisson à l'ail fumé;Saint Alby;en:france;1333;29.5;11;1;;0.4;13;2.286;0.9
2000000017328;Lait demi-écrémé;Envia;en:france;195;1.6;1;4.8;4.8;;3.2;0.1;0.039370079
2000000017329;Beurre Gastronomique Doux;Envia;en:france;3081;82.5;55;0.6;0.6;;1.1;0.508;0.2
2000000017362;soya faba soybean Soy potum SOY premium soy non-gmo soy soybean Alpro soya soy film de printing soybeans quia tofu soybeans quia soysauce altum interdum SOY servetur identitas soybeans IP soybeans Alpro Soy princeps oleum contentus soybeans in hoc genere emendata est sine corpore, french soy European soya US soybean Pionner Canadian soybeans Soy Italica Chinese soy Cheap soy bonum quale soybean buy soybeans;soytouch;en:france;100;30;10;10;10;10;50;2;0.787401575
2000000017510;Mousse de Foie;Rochambeau,MCCF (Métro Cash & Carry France);en:france;1751;40.3;16.1;3.2;1.8;0;12.1;1.778;0.7
2000000017537;Mon jus de pomme Bio;Pressade;en:france;201;0;0;12;12;;0;0;0
2000000017538;P'tite pomme 100% françaises;Macdonald's;en:france;225;0;0;13;11;2;;0;0
2000000017574;VRAI LA LAITERIE FAMILIALE;VRAI LA LAITERIE FAMILIALE;en:france;361;5.8;3.9;3.8;2.9;;4.8;0.1;0.039370079
2000000017631;Mc Chicken;McDonald's;en:france;955;10;1.2;23;3.3;1.4;11;1;0.393700787
2000000017820;Boeuf Ranch Moutarde;McDonald's;en:france;987;13;5.1;17;3.3;1.5;13;0.87;0.342519685
2000000017868;6 Chicken McNuggets;McDonald's;en:france;1050;13;1.6;17;0.4;1.4;16;1.2;0.472440945
2000000017899;Grand Double Cheese;McDonald's;en:france;1111;14;6.9;19;4.2;1.2;16;1.3;0.511811024
2000000017906;Pizza cuite sur pierre Margherita;Trattoria Alfredo;en:france;881;4.8;2.1;31.5;5.8;;9.3;1;0.394
2000000017950;Le P'tit Bagel;McDonald's;en:france;979;18;7;25;2.6;0.4;15;1;0.393700787
2000000017951;McFish;McDonald's;en:france;960;6;0.7;31;6.4;1.8;11;1.1;0.433070866
2000000017952;Poulet Ranch Ketchup;McDonald's;en:france;936;9.2;2.1;23;4.7;1.7;11;1.2;0.472440945
2000000017973;Mousse au chocolat à l'ancienne;Marie Morin;en:france;1463;25.4;15.9;20.5;19.2;;8.5;0.34;0.133858268
2000000018008;Nescafé Cappuccino;Nescafé;en:france;1610;7.86;7.14;67.1;49.3;5;9.29;0.857;0.337
2000000018036;Coquillettes complètes;Priméal;en:france;1481;1.8;0.3;67.5;4;8.8;12.6;0.1;0.039370079
2000000018037;Jeunes pousses;Auchan;en:france;75;0.3;0;1.4;0.6;1.7;1.6;0;0
2000000018048;Emmental français rapé;Mezzo di Pasta;en:france;1532;29;19;;;;27;0.7;0.275590551
2000000018128;L'Ananas à croquer;McDonald's;en:france;202;0.2;0;10;10;1.6;0.5;0;0
2000000018336;280 recette Originale;McDonald's;en:france;1035;13;6.1;18;2.1;1.1;14;1.1;0.433070866
2000000018349;280 sauce au poivre vert;McDonald's;en:france;1104;14;6.5;18;2;1.4;15;1.1;0.433070866
2000000018912;Poêlée périgourdine;Toque du Chef;en:france;556;5.9;1.7;14;1.5;2.6;4.6;0.58;0.228346457
2000000018940;California & Chicken;McDonald's;en:france;1041;12;3.1;22;3;1.9;11;1.2;0.472440945
2000000018945;Twister Fries (moyenne portion);McDonald's;en:france;1111;14;1.2;31;2;2.5;3.7;2;0.787401575
2000000019074;McFlurry M&M's;McDonald's;en:france;818;6.9;3.4;28;25;0.6;4.6;0.11;0.043307087
2000000019169;Slimbel;Naturhouse;en:france;1658;13;9.2;41.5;20;6.5;25.5;0.6;0.236220472
2000000117157;Pavé sélection;U;en:france;1037;0.4;0.1;50.3;3.9;3.2;;1.143;0.45
20000233;Edel-Bitter-Schokolade J.D. Gross Amazonas 60% Kakao;J.D. Gross,Deluxe,//Property://,Lidl Stiftung & Co. KG,//Die Zugehörigkeit zu://,Schwarz Beteiligungs GmbH;en:france,en:germany,en:spain;2385;40.6;;42.3;;;4.8;;
20000639;Confiture d'abricots;Maribel;en:france;1019;0.1;0.1;58;52;1.1;0.4;0.0254;0.01
20000646;Confiture de griottes;Maribel;en:france;1018;0.1;0.1;58;51;0.9;0.5;0.0254;0.01
20000660;Confiture de myrtilles Maribel;Maribel;en:france;1040;0.3;0.1;59;55;1.8;0.2;0.0254;0.01
20000684;Confiture extra de fruits rouges;Maribel;en:france;1006;0.1;0.1;57;52;2;0.4;0.0254;0.01
20000776;Quatre fruits;Maribel;en:france;1034;0.1;0.1;59;57;1.5;0.4;0.0254;0.01
20001216;Flakers Choco;Crownfield;en:france;1610;2.1;1;79;28.8;5;8.8;0.6858;0.27
20001223;Grana Padano;Lovilio,Zanetti;en:france,en:espagne;1597;28;;0;;;33;;
20001261;Bonbons pomme acidulée;Sugarland;en:france;1428;0;0;77.6;49.6;0.2;4.8;0.254;0.1
20001308;Almond;Gelatelli;en:france;1399;21.3;13.7;31.2;30.9;1.3;4.2;0.1524;0.06
20001797;15 Bâtonnets de poisson (Filet de Colin d'Alaska) ou 15 Bâtonnets de Colin d'Alaska, Surgelé;Ocean Sea,Ocean Trader,Lidl Stiftung & Co. KG;en:france;764;7.7;1.1;15.2;1.2;1;13;0.762;0.3
20001810;Filet de colin d'Alaska aux brocolis surgelé;Ocean Sea;en:france;450;6.3;4;2.1;0.6;;10.4;0.78;0.307086614
20001827;Filet de Colin dAlaska, Surgelé;Trawlic;en:france;314;0.8;0.1;0;0;0;17;0.254;0.1
20001889;Crevettes nature crues, décortiquées, surgelées;La Caldera;en:france;242;0.9;0.3;0;0;0;12.3;1.143;0.45
20002053;yaourt Fraise;Milbona;en:france;382;1.3;0.9;16;15;0.2;3.2;0.1524;0.06
20002930;Cappuccino classique;GranArom;en:france;1614;9.3;8.5;61.2;54.6;2.8;11.7;2.032;0.8
20002961;Goody Cao;Lidl;en:france;1565;3;1.4;78.6;76.7;;4.5;0.6096;0.24
20003142;Farine de blé;Navarre;en:france;1465;1.3;0.2;73.5;1.5;2.5;9.3;0.0254;0.01
20003463;Spaghetti;Combino,Lidl Stiftung & Co. KG;en:france,en:romania,en:scotland,en:united-kingdom;1517;1.3;0.4;73;2.8;3;12;0.00254;0.001
20003500;Pâtes italienne, Tagliatelle;Combino,Lidl Stiftung & Co. KG;en:france;1553;3.2;1.2;70;2.5;;13;0.05;0.019685039
20003517;Spaghetti Pasta all'uovo ;Combino,Lidl Stiftung & Co. KG;en:france;1553;3.2;1.2;70;2.5;2.9;13;0.0508;0.02
20003937;Sauce tomate bolognaise;Combino;en:france;480;6.7;2.6;9.1;5.3;0.6;4.3;1.016;0.4
20004071;Cacahuètes grillées & salées;PFIFF;en:france;2308;39.2;6.2;18.9;7.3;9.5;27.1;2.0066;0.79
20004132;Tomates pelées en morceaux 400 g;Nostia,Lidl;en:france;95;0.1;0.1;3.2;3.2;1.3;1.2;0.12;0.047244094
20004248;Haricots blancs;Freshona;en:france;367;0.6;0.3;11;0.3;6.6;6.4;0.68;0.267716535
20005383;Spirits;Sondey;en:france;2304;31;21;62;24;2.4;4.9;0.1778;0.07
20005436;gaufrettes fourrées a la crème de noisette (liddl);favorini;en:france;1983;18.9;11.1;70.6;55.2;2.4;4.2;0.254;0.1
20005559;Soft Cake Framboise;Sondey;en:france;1595;11.2;6.4;64.9;52.7;;3.6;0.29;0.114173228
20005566;Génoise cerise;Sondey;en:france;1624;10.8;6.1;67.6;49.4;2.2;3.4;0.254;0.1
20005719;Pistaches de Californie grillées à sec et salées ;Alesto;en:france;2544;49.9;6.9;12.9;7;9.4;21.8;1.524;0.6
20005771;Lait noisettes entières;Fin Carré;en:france;2397;40.1;15.4;43.3;40.2;3.7;8.7;0.2032;0.08
20005788;Blanc Noisettes & Céréales croustillantes;Bellarom;en:france;2404;37.8;19.3;51.1;45.3;1.2;7.5;0.3048;0.12
20005795;Lait Amandes entières;Bellarom;en:france;2473;41.7;17.7;42.7;38.7;5;9.7;0.1778;0.07
20005818;Chocolat Lait Noisettes entières;Bellarom;en:france;2487;43.4;17.8;41.9;37.9;3.6;8.3;0.1778;0.07
20005825;Tablette chocolat;Fin carré;en:france;2216;29.6;18.7;58.4;57.6;2.8;6.2;0.254;0.1
20006174;Tartines craquantes au froment;Rivercote;en:france;1608;3.5;1.4;72;5.2;4.2;13;1.651;0.65
20006303;4 Muffins cacao avec pépites de chocolat;MCENNEDY American Way,Lidl;en:france,en:morocco;1749;24.1;6.5;43.9;27.5;2.4;5.4;0.762;0.3
20006888;Pain de mie nature;Maître Jean Pierre;en:france;1118;3.8;2.3;48;46.1;2.8;8.2;;
20007973;Jus d'orange;Vitafit;en:france;185;0.1;0.04;9.1;9.1;;0.7;0.01;0.003937008
20007997;Fruitdrank met sinassappelsap;Plein Sud;en:france;162;0.01;0.01;9.1;9.1;0.1;0.1;0.0254;0.01
20008017;Jus de pomme Vitafit;Vitafit;en:france;177;0.03;0.01;9.9;9.5;0.1;0.1;0.0254;0.01
20008067;goodycao;Lidl France;en:france;1565;3;1.4;78.6;76.7;;4.5;1.5494;0.61
20008574;Riz soufflé au chocolat;Crownfield;en:france;1640;3;1.7;82.7;34.2;3.9;5.4;0.508;0.2
20008697;Croque Monsieur fondant;Tenery;en:france;1174;23;15.2;5;5;0.1;14;3.683;1.45
20008727;Riz étuvé long grain;The house of Rice;en:france;1455;0.5;0;79.5;0;1.5;7.5;0;0
20008895;Vinaigre balsamique de Modène;Acentino;en:france;408;0;;18.3;;;1.1;;
20010373;Boules céréales au chocolat;Crownfield;en:france;1640;4;1.2;77.5;29.4;6.9;7;0.6604;0.26
20010850;Dés de Jambon;Dufaure & Fils,Norma;en:france;498;4.5;1.8;2.5;2.5;0;17;1.905;0.75
20012168;Coquillettes;Combino,Lidl Stiftung & Co. KG;en:france;1500;1.25;0.375;;2.75;;;0.0125;0.00492
20012595;Jambon cuit sans couenne;Dulano;en:france;418;2;0.8;1;0.9;0.5;19;2.286;0.9
